Unnamed: 0,individualID,domainID,siteID,plotID,subplotID,pointID,stemDistance,stemAzimuth,scientificName,taxonRank,adjNorthing,adjEasting,adjCoordinateUncertainty,adjDecimalLatitude,adjDecimalLongitude,adjElevation,adjElevationUncertainty,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,biomass,sampling_area,geometry,area,individualStemNumberDensity,individualBasalArea
2705,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,12.2,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,,48.72562918032936,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,116.89866264007618
2706,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,11.7,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,,43.9941364634108,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,107.51315458747668
2785,NEON.PLA.D17.SOAP.05645,D17,SOAP,SOAP_009,41.0,,,,Ceanothus sp.,genus,,,,,,,,single shrub,Live,2.2,130.0,2.0,,,,2.1,1.6,,inverted cone,6.1,10.0,0.1,0.05,,,,,,,4719.6538338491155,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,3.8013271108436504
2792,NEON.PLA.D17.SOAP.05648,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.4,130.0,3.2,,,,2.5,2.3,,inverted cone,2.0,10.0,0.18,0.7,,,,,,,0.24664837210066257,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.5393804002589984
2793,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.8,130.0,3.1,,,,3.3,1.2,,inverted cone,3.3,10.0,0.2,0.15,,,,,,,1.3138746758958608,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,6.157521601035993
2794,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.5,130.0,3.1,,,,3.3,1.2,,inverted cone,2.0,10.0,0.2,0.15,,,,,,,0.29133220802908466,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.7671458676442586
2795,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.0,130.0,3.1,,,,3.3,1.2,,inverted cone,3.1,10.0,0.2,0.15,,,,,,,0.5833150120415578,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,3.141592653589793
2797,NEON.PLA.D17.SOAP.05650,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.1,130.0,1.6,,,,1.9,0.5,,cylinder,2.1,10.0,,,,,,,,,0.1378225979280195,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.9503317777109126
2799,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.6,130.0,3.0,,,,1.4,0.8,,inverted cone,2.6,20.0,0.9,0.3,,,,,,,0.3404318768009185,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.0106192982974678
2800,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.6,130.0,2.4,,,,2.9,1.6,,inverted cone,2.6,10.0,0.4,0.2,,,,,,,0.3404318768009185,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.0106192982974678
2834,NEON.PLA.D17.SOAP.05683,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,5.7,130.0,3.0,,,,3.0,2.3,,inverted cone,6.4,10.0,0.2,0.1,,,,,,,7.304327784945091,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,25.517586328783096
2835,NEON.PLA.D17.SOAP.05683,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.4,130.0,3.0,,,,3.0,2.3,,inverted cone,3.1,10.0,0.2,0.1,,,,,,,0.9057143622130416,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,4.523893421169302
2836,NEON.PLA.D17.SOAP.05683,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.8,130.0,3.0,,,,3.0,2.3,,inverted cone,2.9,10.0,0.2,0.1,,,,,,,0.45235209027738993,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.5446900494077327
2863,NEON.PLA.D17.SOAP.05700,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.4,,,,2.9,1.6,,inverted cone,1.4,10.0,0.4,0.2,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2864,NEON.PLA.D17.SOAP.05700,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.2,130.0,2.4,,,,2.9,1.6,,inverted cone,2.7,10.0,0.4,0.2,,,,,,,0.1700260893419814,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.1309733552923256
2865,NEON.PLA.D17.SOAP.05700,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.4,,,,2.9,1.6,,inverted cone,3.7,10.0,0.4,0.2,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2893,NEON.PLA.D17.SOAP.05828,D17,SOAP,SOAP_009,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,4.8,130.0,3.4,,,,2.5,2.4,,,,,,,,,,,,,4.998767867807896,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,18.09557368467721
2894,NEON.PLA.D17.SOAP.05828,D17,SOAP,SOAP_009,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,5.2,130.0,3.4,,,,2.5,2.4,,,,,,,,,,,,,6.077392294591753,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,21.237166338267002
2907,NEON.PLA.D17.SOAP.05832,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.1,130.0,4.9,,,,2.9,2.9,,inverted cone,2.2,10.0,0.2,0.1,,,,,,,0.1378225979280195,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.9503317777109126
2908,NEON.PLA.D17.SOAP.05832,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.8,130.0,4.9,,,,2.9,2.9,,inverted cone,3.3,10.0,0.2,0.1,,,,,,,0.45235209027738993,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.5446900494077327
2912,NEON.PLA.D17.SOAP.05835,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.5,,,,2.5,2.0,,inverted cone,1.9,10.0,0.4,0.3,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2913,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.1,,,,2.2,1.4,,inverted cone,2.2,20.0,0.1,0.1,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2914,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.1,,,,2.2,1.4,,inverted cone,1.6,10.0,0.1,0.1,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2915,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.4,130.0,2.1,,,,2.2,1.4,,inverted cone,2.2,10.0,0.1,0.1,,,,,,,0.24664837210066257,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.5393804002589984
2917,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.1,130.0,2.1,,,,2.2,1.4,,inverted cone,3.7,10.0,0.1,0.1,,,,,,,0.1378225979280195,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.9503317777109126
2919,NEON.PLA.D17.SOAP.05837,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.2,130.0,2.6,,,,1.8,1.1,,inverted cone,2.1,10.0,0.1,0.1,,,,,,,0.1700260893419814,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.1309733552923256
2922,NEON.PLA.D17.SOAP.05839,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.6,130.0,2.9,,,,1.3,0.8,,inverted cone,2.9,10.0,0.1,0.1,,,,,,,0.3404318768009185,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.0106192982974678
2923,NEON.PLA.D17.SOAP.05840,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.4,130.0,2.2,,,,1.3,1.2,,inverted cone,5.2,10.0,0.1,0.1,,,,,,,0.24664837210066257,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.5393804002589984
2929,NEON.PLA.D17.SOAP.05844,D17,SOAP,SOAP_009,41.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,5.3,130.0,2.5,,,,2.9,2.4,,,,,,,,,,,,,6.366643126582772,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,22.061834409834322
2930,NEON.PLA.D17.SOAP.05845,D17,SOAP,SOAP_009,41.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,single shrub,Live,6.4,130.0,1.2,,,,4.0,1.7,,inverted cone,10.0,10.0,0.1,0.1,,,,,,,9.660099420506524,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,32.169908772759484
2933,NEON.PLA.D17.SOAP.05847,D17,SOAP,SOAP_009,41.0,41.0,6.4,262.1,Quercus chrysolepis Liebm.,species,4101461.24141491,299288.840429435,0.7,37.0379257213232,-119.256747992161,1095.88,1.1,multi-bole tree,Live,29.5,130.0,6.8,,,,11.8,7.9,Full sun,,,,,,,,,,,,420.5219310824859,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,683.4927516966294
2934,NEON.PLA.D17.SOAP.05847,D17,SOAP,SOAP_009,41.0,41.0,6.4,262.1,Quercus chrysolepis Liebm.,species,4101461.24141491,299288.840429435,0.7,37.0379257213232,-119.256747992161,1095.88,1.1,multi-bole tree,Live,41.5,130.0,6.8,,,,11.8,7.9,Full sun,,,,,,,,,,,,967.4054130977663,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,1352.6519869112553
2935,NEON.PLA.D17.SOAP.05847,D17,SOAP,SOAP_009,41.0,41.0,6.4,262.1,Quercus chrysolepis Liebm.,species,4101461.24141491,299288.840429435,0.7,37.0379257213232,-119.256747992161,1095.88,1.1,multi-bole tree,Live,44.0,130.0,6.8,,,,11.8,7.9,Full sun,,,,,,,,,,,,1115.88924634984,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,1520.53084433746
2936,NEON.PLA.D17.SOAP.05847,D17,SOAP,SOAP_009,41.0,41.0,6.4,262.1,Quercus chrysolepis Liebm.,species,4101461.24141491,299288.840429435,0.7,37.0379257213232,-119.256747992161,1095.88,1.1,multi-bole tree,Live,30.9,130.0,6.8,,,,11.8,7.9,Full sun,,,,,,,,,,,,470.91416849196895,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,749.9060203935176
2937,NEON.PLA.D17.SOAP.05848,D17,SOAP,SOAP_009,41.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,2.0,130.0,2.6,,,,2.3,1.3,,,,,,,,,,,,,0.589884967014742,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,3.141592653589793
2939,NEON.PLA.D17.SOAP.05850,D17,SOAP,SOAP_009,41.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,5.0,140.0,3.9,,,,2.4,2.1,,,,,,,,,,,,,5.522540247792566,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,19.634954084936208
2940,NEON.PLA.D17.SOAP.05851,D17,SOAP,SOAP_009,41.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,2.9,130.0,3.0,,,,2.1,1.3,,,,,,,,,,,,,1.4610551921144317,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,6.60519855417254
